station,valid,tmpf,tmpc,dwpf,dwpc,relh,feel,sknt,mslp,p01m,p01i,gust,skyc1,skyl1,romps_LCL_m,lcl_estimate
SXS,2023-07-05 11:55,78.3,25.72,77.2,25.11,96.43,78.3,4.0,1017.7,0.0,0.0,,CLR,,79.52703835403513,76.24999999999993
LOR,2023-07-05 11:55,74.8,23.78,74.5,23.61,99.0,74.8,0.0,1016.1,0.0,0.0,,CLR,,21.637839731903977,21.250000000000213
OZR,2023-07-05 11:55,76.5,24.72,75.2,24.0,95.76,76.5,0.0,1017.9,0.0,0.0,,CLR,,93.7933315432626,89.99999999999986
1M4,2023-07-05 11:56,73.0,22.78,73.0,22.78,100.0,73.0,0.0,1018.2,0.0,0.0,,OVC,9000.0,0.0,0.0
GAD,2023-07-05 11:56,73.0,22.78,73.0,22.78,100.0,73.0,3.0,1018.6,0.0,0.0,,FEW,2700.0,0.0,0.0
MOB,2023-07-05 11:56,80.0,26.67,76.0,24.44,87.05,85.75,0.0,1018.2,0.0,0.0,,FEW,1500.0,302.8170260715738,278.75000000000006
PRN,2023-07-05 11:58,74.0,23.33,73.0,22.78,97.02,73.9,0.0,1012.8,0.0,0.0,,FEW,4400.0,64.71467947825928,68.74999999999964
EUF,2023-07-05 11:58,77.0,25.0,76.0,24.44,96.41,77.0,0.0,1017.9,0.0,0.0,,FEW,1900.0,79.42111845002572,69.99999999999984
0J4,2023-07-05 11:58,80.0,26.67,74.0,23.33,81.42,84.64,0.0,1018.5,0.0,0.0,,CLR,,445.61291285110985,417.50000000000045
MXF,2023-07-05 12:10,75.2,24.0,71.6,22.0,88.59,75.2,0.0,1017.7,0.0,0.0,,BKN,600.0,258.33797925707125,250.0
MXF,2023-07-05 12:25,75.2,24.0,71.6,22.0,88.59,75.2,0.0,1017.7,0.0,0.0,,SCT,600.0,258.33797925707125,250.0
LOR,2023-07-05 12:38,80.6,27.0,77.0,25.0,88.83,87.59,0.0,1016.7,0.0,0.0,,CLR,,260.0183151838302,250.0
EET,2023-07-05 12:53,76.0,24.44,73.0,22.78,90.74,75.9,0.0,1018.2,0.0,0.0,,CLR,,208.60020727537474,207.50000000000003
TOI,2023-07-05 12:53,79.0,26.11,75.0,23.89,87.58,79.0,0.0,1018.3,0.0,0.0,,OVC,200.0,288.19966433314596,277.4999999999999
DCU,2023-07-05 12:53,77.0,25.0,73.0,22.78,87.48,77.0,3.0,1018.0,0.0,0.0,,FEW,9000.0,287.57853360814516,277.4999999999999
BHM,2023-07-05 12:53,79.0,26.11,72.0,22.22,79.17,79.0,0.0,1018.8,0.0,0.0,,FEW,1000.0,502.2083686609122,486.25000000000006
TCL,2023-07-05 12:53,77.0,25.0,73.0,22.78,87.48,77.0,0.0,1018.4,0.0,0.0,,CLR,,287.57673954207695,277.4999999999999
MSL,2023-07-05 12:53,79.0,26.11,73.0,22.78,81.89,79.0,0.0,1017.6,0.0,0.0,,FEW,7500.0,431.1076468913325,416.2499999999998
HSV,2023-07-05 12:53,77.0,25.0,76.0,24.44,96.41,77.0,3.0,1017.9,0.0,0.0,,BKN,10000.0,79.42111845002572,69.99999999999984
GZH,2023-07-05 12:53,81.0,27.22,76.0,24.44,84.53,87.33,0.0,1018.4,0.0,0.0,,CLR,,367.730747889828,347.4999999999997
ANB,2023-07-05 12:53,75.0,23.89,74.0,23.33,96.38,75.0,4.0,1018.2,0.0,0.0,,OVC,200.0,79.23785309884389,70.00000000000028
DHN,2023-07-05 12:53,83.0,28.33,76.0,24.44,79.47,90.88,8.0,1019.2,0.0,0.0,,CLR,,504.76753905239065,486.2499999999996
BFM,2023-07-05 12:53,85.0,29.44,76.0,24.44,74.51,94.22,5.0,1018.7,0.0,0.0,,CLR,,648.65203191348,625.0
MGM,2023-07-05 12:53,76.0,24.44,74.0,23.33,93.53,75.9,0.0,1018.3,0.0,0.0,,OVC,200.0,144.04932082246802,138.75000000000037
LOR,2023-07-05 12:55,81.5,27.5,77.5,25.28,87.7,89.69,0.0,1016.7,0.0,0.0,,CLR,,289.11139284002013,277.4999999999999
MXF,2023-07-05 12:55,75.4,24.11,71.8,22.11,88.6,75.4,0.0,1018.1,0.0,0.0,,FEW,600.0,258.36974035778724,250.0
HEY,2023-07-05 12:55,80.4,26.89,80.0,26.67,99.02,90.26,0.0,1017.5,0.0,0.0,,CLR,,21.856553098285964,27.499999999999858
OZR,2023-07-05 12:55,80.4,26.89,76.0,24.44,86.78,86.43,4.0,1018.2,0.0,0.0,,CLR,,310.1503409168357,306.2499999999999
SXS,2023-07-05 12:55,82.0,27.78,78.0,25.56,87.72,90.83,6.0,1018.0,0.0,0.0,,CLR,,289.3898506009581,277.5000000000003
MOB,2023-07-05 12:56,83.0,28.33,75.0,23.89,77.12,90.18,5.0,1018.5,0.0,0.0,,FEW,1500.0,568.875722230419,554.9999999999998
79J,2023-07-05 12:56,80.0,26.67,76.0,24.44,87.05,85.75,4.0,1018.1,0.0,0.0,,CLR,,302.8175455430115,278.75000000000006
1M4,2023-07-05 12:56,74.0,23.33,74.0,23.33,100.0,73.9,0.0,1018.2,0.0,0.0,,BKN,400.0,0.0,0.0
GAD,2023-07-05 12:56,74.0,23.33,74.0,23.33,100.0,73.9,0.0,1019.0,0.0,0.0,,FEW,1000.0,-6.85502176446034e-12,0.0
EKY,2023-07-05 12:56,76.0,24.44,74.0,23.33,93.53,75.9,0.0,1004.1,0.0,0.0,,CLR,,144.08279358363976,138.75000000000037
PRN,2023-07-05 12:58,77.0,25.0,75.0,23.89,93.56,77.0,4.0,1013.1,0.0,0.0,,BKN,4300.0,144.15249118145036,138.74999999999994
0J4,2023-07-05 12:58,84.0,28.89,76.0,24.44,76.69,92.76,4.0,1018.7,0.0,0.0,,CLR,,583.8535448359197,556.2499999999999
EUF,2023-07-05 12:58,80.0,26.67,76.0,24.44,87.05,85.75,4.0,1018.3,0.0,0.0,,CLR,,302.816506703381,278.75000000000006
MXF,2023-07-05 13:25,77.0,25.0,71.6,22.0,83.44,77.0,0.0,1018.1,0.0,0.0,,BKN,700.0,387.31406443858964,375.0
EET,2023-07-05 13:53,80.0,26.67,73.0,22.78,78.99,84.3,0.0,1018.0,0.0,0.0,,CLR,,509.6740786781613,486.25000000000006
DHN,2023-07-05 13:53,86.0,30.0,77.0,25.0,74.61,97.15,7.0,1019.3,0.0,0.0,,SCT,1500.0,649.2080880790248,625.0
DCU,2023-07-05 13:53,79.0,26.11,72.0,22.22,79.17,79.0,0.0,1017.9,0.0001,0.0001,,CLR,,502.2151759239615,486.25000000000006
ANB,2023-07-05 13:53,78.0,25.56,75.0,23.89,90.21,78.1,5.0,1018.2,0.0,0.0,,BKN,400.0,223.4277941619697,208.74999999999977
MSL,2023-07-05 13:53,80.0,26.67,72.0,22.22,76.36,83.94,0.0,1017.6,0.0,0.0,,CLR,,580.795284739669,556.2500000000003
TOI,2023-07-05 13:53,84.0,28.89,76.0,24.44,76.69,92.76,0.0,1018.4,0.0,0.0,,SCT,1200.0,583.8565546142568,556.2499999999999
BHM,2023-07-05 13:53,81.0,27.22,71.0,21.67,71.92,84.95,5.0,1018.6,0.0,0.0,,FEW,1900.0,709.0266896556401,693.7499999999997
BFM,2023-07-05 13:53,88.0,31.11,76.0,24.44,67.49,98.86,7.0,1019.1,0.0,0.0,14.0,CLR,,871.1660574696949,833.7499999999998
HSV,2023-07-05 13:53,80.0,26.67,74.0,23.33,81.42,84.64,3.0,1017.7,0.0,0.0,,FEW,5000.0,445.6186273593536,417.50000000000045
GZH,2023-07-05 13:53,85.0,29.44,76.0,24.44,74.51,94.22,3.0,1018.4,0.0,0.0,,FEW,1500.0,648.6553853284755,625.0
MGM,2023-07-05 13:53,78.0,25.56,74.0,23.33,86.95,78.1,0.0,1018.4,0.0,0.0,,SCT,500.0,302.0605937321618,278.75000000000006
TCL,2023-07-05 13:53,78.0,25.56,74.0,23.33,86.95,78.1,3.0,1018.3,0.0,0.0,,FEW,900.0,302.0610778495566,278.75000000000006
HEY,2023-07-05 13:55,84.2,29.0,79.5,26.39,85.83,96.96,4.0,1017.8,0.0,0.0,,SCT,1400.0,340.6784577194024,326.24999999999994
MXF,2023-07-05 13:55,77.5,25.28,71.6,22.0,82.07,77.5,0.0,1018.1,0.0,0.0,,SCT,700.0,423.12539646906265,410.0000000000001
OZR,2023-07-05 13:55,83.8,28.78,76.5,24.72,78.75,92.98,8.0,1018.2,0.0,0.0,,SCT,1600.0,526.50075806646,507.5000000000003
SXS,2023-07-05 13:55,84.2,29.0,77.7,25.39,80.89,94.89,10.0,1018.0,0.0,0.0,,FEW,1400.0,469.7600747028495,451.24999999999994
LOR,2023-07-05 13:55,85.0,29.44,78.0,25.56,79.62,96.35,4.0,1016.7,0.0,0.0,,BKN,1600.0,506.07329376015423,485.00000000000034
1M4,2023-07-05 13:56,77.0,25.0,75.0,23.89,93.56,77.0,0.0,1018.1,0.0,0.0,,BKN,800.0,144.14039455345173,138.74999999999994
GAD,2023-07-05 13:56,78.0,25.56,75.0,23.89,90.21,78.1,4.0,1019.1,0.0,0.0,,FEW,2000.0,223.4244505796398,208.74999999999977
EKY,2023-07-05 13:56,80.0,26.67,73.0,22.78,78.99,84.3,4.0,1003.8,0.0,0.0,,CLR,,509.788208779347,486.25000000000006
MOB,2023-07-05 13:56,87.0,30.56,76.0,24.44,69.45,97.56,7.0,1018.8,0.0,0.0,,BKN,1500.0,806.0743643111641,764.9999999999997
EUF,2023-07-05 13:58,83.0,28.33,75.0,23.89,77.12,90.18,4.0,1018.6,0.0,0.0,,CLR,,568.8747709458279,554.9999999999998
PRN,2023-07-05 13:58,81.0,27.22,75.0,23.89,82.03,86.83,9.0,1013.2,0.0,0.0,,SCT,1400.0,432.06299521566336,416.2499999999998
0J4,2023-07-05 13:58,87.0,30.56,76.0,24.44,69.45,97.56,6.0,1018.9,0.0,0.0,,SCT,1300.0,806.0729848506417,764.9999999999997
HEY,2023-07-05 14:00,84.2,29.0,78.8,26.0,83.88,96.1,7.0,1017.8,0.0,0.0,,BKN,1500.0,390.919633013761,375.0
LOR,2023-07-05 14:25,84.2,29.0,77.0,25.0,79.04,94.16,8.0,1016.4,0.0,0.0,,SCT,1700.0,519.7094420232593,500.0
HEY,2023-07-05 14:35,86.0,30.0,78.8,26.0,79.18,99.38,8.0,1017.5,0.0,0.0,,BKN,2000.0,520.8341199047587,500.0
HEY,2023-07-05 14:40,86.0,30.0,77.0,25.0,74.61,97.15,8.0,1017.5,0.0,0.0,,SCT,1900.0,649.228928324612,625.0
HSV,2023-07-05 14:53,84.0,28.89,73.0,22.78,69.59,90.34,0.0,1017.4,0.0,0.0,,FEW,6000.0,789.4025775761722,763.7499999999999
EET,2023-07-05 14:53,83.0,28.33,72.0,22.22,69.71,88.11,5.0,1017.7,0.0,0.0,,FEW,1900.0,781.7026376255332,763.7499999999999
DHN,2023-07-05 14:53,88.0,31.11,75.0,23.89,65.49,97.81,8.0,1019.1,0.0,0.0,,SCT,1800.0,934.8025656563763,902.4999999999999
GZH,2023-07-05 14:53,88.0,31.11,75.0,23.89,65.49,97.81,6.0,1018.2,0.0,0.0,,FEW,2400.0,934.8165732778551,902.4999999999999
ANB,2023-07-05 14:53,81.0,27.22,75.0,23.89,82.03,86.83,4.0,1017.8,0.0,0.0,,FEW,1200.0,432.0296571706987,416.2499999999998
TOI,2023-07-05 14:53,88.0,31.11,76.0,24.44,67.49,98.86,3.0,1018.2,0.0,0.0,,SCT,1900.0,871.1795165620704,833.7499999999998
BHM,2023-07-05 14:53,82.0,27.78,71.0,21.67,69.62,86.35,3.0,1018.2,0.0,0.0,,SCT,2200.0,780.3904065229,763.7499999999999
BFM,2023-07-05 14:53,91.0,32.78,76.0,24.44,61.4,103.01,8.0,1019.0,0.0,0.0,,SCT,2500.0,1086.4996640451411,1042.5
TCL,2023-07-05 14:53,81.0,27.22,74.0,23.33,79.06,86.25,4.0,1018.0,0.0,0.0,,FEW,1900.0,510.45402531540964,486.25000000000006
MSL,2023-07-05 14:53,84.0,28.89,71.0,21.67,65.26,89.01,0.0,1017.2,0.0,0.0,,CLR,,923.0903688226172,902.4999999999999
DCU,2023-07-05 14:53,83.0,28.33,71.0,21.67,67.62,87.57,0.0,1017.6,0.0,0.0,,FEW,2100.0,844.9772270528076,832.4999999999995
MGM,2023-07-05 14:53,83.0,28.33,76.0,24.44,79.47,90.88,3.0,1018.3,0.0,0.0,,SCT,1200.0,504.77536799791443,486.2499999999996
MXF,2023-07-05 14:55,83.0,28.33,70.7,21.5,66.7,87.34,0.0,1018.0,0.0,0.0,,FEW,20000.0,873.3209494793874,853.7499999999998
SXS,2023-07-05 14:55,86.5,30.28,77.5,25.28,74.65,98.55,7.0,1017.7,0.0,0.0,,FEW,1900.0,649.796280634543,625.0
LOR,2023-07-05 14:55,86.7,30.39,77.7,25.39,74.67,99.12,6.0,1016.4,0.0,0.0,,SCT,2000.0,649.9122016349575,625.0
OZR,2023-07-05 14:55,86.4,30.22,75.4,24.11,69.84,95.98,6.0,1018.2,0.0,0.0,,FEW,2300.0,791.6535872153839,763.7499999999999
HEY,2023-07-05 14:55,87.0,30.56,77.5,25.28,73.7,99.18,6.0,1017.5,0.0,0.0,,FEW,2000.0,679.1152566572471,659.9999999999997
1M4,2023-07-05 14:56,80.0,26.67,73.0,22.78,78.99,84.3,4.0,1017.9,0.0,0.0,,SCT,1700.0,509.6748711585118,486.25000000000006
GAD,2023-07-05 14:56,81.0,27.22,73.0,22.78,76.7,85.81,0.0,1018.5,0.0,0.0,,CLR,,574.4491945158817,554.9999999999998
EKY,2023-07-05 14:56,82.0,27.78,73.0,22.78,74.24,87.39,4.0,1003.6,0.0,0.0,,CLR,,646.3831032047236,625.0
79J,2023-07-05 14:56,87.0,30.56,75.0,23.89,67.39,96.56,9.0,1018.0,0.0,0.0,,SCT,2300.0,869.855891037203,833.7499999999998
MOB,2023-07-05 14:56,89.0,31.67,76.0,24.44,65.18,100.4,5.0,1018.6,0.0,0.0,,BKN,1800.0,949.7395357161037,903.75
0J4,2023-07-05 14:58,89.0,31.67,75.0,23.89,63.26,99.32,5.0,1018.6,0.0,0.0,,FEW,1900.0,1012.8416857806562,972.5000000000001
PRN,2023-07-05 14:58,84.0,28.89,75.0,23.89,74.43,91.96,10.0,1013.0,0.0,0.0,15.0,FEW,1900.0,647.6403366601239,625.0
EUF,2023-07-05 14:58,86.0,30.0,76.0,24.44,71.93,95.92,0.0,1018.1,0.0,0.0,,BKN,1900.0,727.4250620871347,694.9999999999999
LOR,2023-07-05 15:15,87.8,31.0,77.0,25.0,70.45,99.92,6.0,1016.0,0.0,0.0,,SCT,2200.0,778.908026960939,750.0
LOR,2023-07-05 15:25,87.8,31.0,77.0,25.0,70.45,99.92,8.0,1016.0,0.0,0.0,,BKN,2200.0,778.908026960939,750.0
LOR,2023-07-05 15:30,84.2,29.0,77.0,25.0,79.04,94.16,6.0,1016.0,0.0,0.0,,SCT,2200.0,519.7131664719142,500.0
HEY,2023-07-05 15:30,87.8,31.0,77.0,25.0,70.45,99.92,4.0,1017.1,0.0,0.0,,BKN,2500.0,778.8926974565289,750.0
OZR,2023-07-05 15:40,86.0,30.0,75.2,24.0,70.27,95.19,5.0,1017.5,0.0,0.0,,SCT,2600.0,777.0347420763215,750.0
OZR,2023-07-05 15:44,87.8,31.0,75.2,24.0,66.35,97.76,9.0,1017.8,0.0,0.0,,SCT,2600.0,906.344016692037,875.0
HEY,2023-07-05 15:45,87.8,31.0,77.0,25.0,70.45,99.92,0.0,1016.8,0.0,0.0,,SCT,2400.0,778.8968749005573,750.0
HSV,2023-07-05 15:53,85.0,29.44,73.0,22.78,67.61,91.6,4.0,1017.4,0.0,0.0,,SCT,4000.0,854.0333185374709,832.5
EET,2023-07-05 15:53,85.0,29.44,73.0,22.78,67.61,91.6,3.0,1017.9,0.0,0.0,,FEW,3100.0,854.0266396238834,832.5
DHN,2023-07-05 15:53,88.0,31.11,77.0,25.0,70.0,100.22,8.0,1018.3,2.29,0.09,,FEW,2700.0,793.3935733011872,763.7499999999999
BHM,2023-07-05 15:53,85.0,29.44,70.0,21.11,61.06,89.4,3.0,1018.3,0.0,0.0,,BKN,2800.0,1065.048116025858,1041.2500000000002
BFM,2023-07-05 15:53,93.0,33.89,73.0,22.78,52.35,102.11,5.0,1018.5,0.0,0.0,,FEW,3200.0,1432.00235973308,1388.75
TCL,2023-07-05 15:53,84.0,28.89,75.0,23.89,74.43,91.96,5.0,1018.1,0.0,0.0,,BKN,2200.0,647.5849545340469,625.0
MSL,2023-07-05 15:53,85.0,29.44,70.0,21.11,61.06,89.4,0.0,1017.0,0.0,0.0,,CLR,,1065.0676446996813,1041.2500000000002
DCU,2023-07-05 15:53,84.0,28.89,69.0,20.56,60.95,87.78,3.0,1017.5,0.0,0.0,,CLR,,1063.3996089453253,1041.2500000000002
GZH,2023-07-05 15:53,90.0,32.22,76.0,24.44,63.36,101.65,6.0,1018.1,0.0,0.0,,SCT,2700.0,1014.6825190992586,972.4999999999997
MGM,2023-07-05 15:53,86.0,30.0,76.0,24.44,71.93,95.92,3.0,1018.1,0.0,0.0,,FEW,2100.0,727.4250620871347,694.9999999999999
TOI,2023-07-05 15:53,89.0,31.67,77.0,25.0,67.61,101.83,7.0,1018.1,0.25,0.01,,FEW,2500.0,871.9629791488127,833.7500000000002
ANB,2023-07-05 15:53,83.0,28.33,74.0,23.33,74.33,89.37,4.0,1017.6,0.0,0.0,,FEW,1700.0,647.027040404106,625.0
OZR,2023-07-05 15:55,83.8,28.78,77.0,25.0,80.06,93.46,6.0,1017.9,0.25,0.01,,FEW,1900.0,491.02046962916063,472.5000000000001
HEY,2023-07-05 15:55,86.2,30.11,77.2,25.11,74.62,97.71,8.0,1017.1,0.0,0.0,,SCT,2600.0,649.6218004753521,625.0
SXS,2023-07-05 15:55,87.4,30.78,76.8,24.89,70.88,99.07,4.0,1017.3,0.0,0.0,,SCT,2500.0,764.281198216855,736.2500000000001
MXF,2023-07-05 15:55,86.2,30.11,71.0,21.67,60.81,91.78,4.0,1017.7,0.0,0.0,,FEW,2100.0,1080.0623157147031,1054.9999999999998
LOR,2023-07-05 15:55,85.0,29.44,78.4,25.78,80.42,97.3,3.0,1015.7,0.0,0.0,,SCT,4500.0,484.4136961907826,457.5
MOB,2023-07-05 15:56,92.0,33.33,73.0,22.78,54.17,100.71,4.0,1018.2,0.0,0.0,,BKN,3000.0,1354.372516149737,1318.7499999999995
79J,2023-07-05 15:56,88.0,31.11,76.0,24.44,67.49,98.86,7.0,1017.5,0.0,0.0,,SCT,2700.0,871.1900014013901,833.7499999999998
GAD,2023-07-05 15:56,83.0,28.33,73.0,22.78,72.11,88.75,3.0,1018.5,0.0,0.0,,BKN,4000.0,710.8747128446471,693.7499999999997
1M4,2023-07-05 15:56,83.0,28.33,74.0,23.33,74.33,89.37,4.0,1017.8,0.0,0.0,,SCT,2200.0,647.0249524560306,625.0
EKY,2023-07-05 15:56,83.0,28.33,74.0,23.33,74.33,89.37,5.0,1003.7,0.0,0.0,,SCT,2500.0,647.1742143432431,625.0
0J4,2023-07-05 15:58,89.0,31.67,73.0,22.78,59.15,97.14,6.0,1018.2,0.0,0.0,15.0,SCT,2800.0,1153.2267424283111,1111.25
OZR,2023-07-05 15:58,84.2,29.0,77.0,25.0,79.04,94.16,6.0,1017.5,0.0,0.0,,FEW,1900.0,519.6992150746681,500.0
EUF,2023-07-05 15:58,88.0,31.11,76.0,24.44,67.49,98.86,5.0,1017.6,0.0,0.0,,BKN,2500.0,871.1885026735706,833.7499999999998
PRN,2023-07-05 15:58,84.0,28.89,74.0,23.33,71.73,91.04,5.0,1012.9,0.0,0.0,,SCT,3000.0,725.8185958886044,695.0000000000002
OZR,2023-07-05 16:15,86.0,30.0,77.0,25.0,74.61,97.15,5.0,1017.5,0.0,0.0,,FEW,2800.0,649.228928324612,625.0
SXS,2023-07-05 16:26,87.8,31.0,77.0,25.0,70.45,99.92,5.0,1016.7,0.0,0.0,,FEW,31000.0,778.8982679364975,750.0
OZR,2023-07-05 16:28,84.2,29.0,77.0,25.0,79.04,94.16,0.0,1017.5,0.0,0.0,,FEW,4600.0,519.6992150746681,500.0
HEY,2023-07-05 16:30,87.8,31.0,78.8,26.0,74.77,102.37,0.0,1016.4,0.0,0.0,,FEW,2400.0,650.7853832662582,625.0
OZR,2023-07-05 16:43,86.0,30.0,75.2,24.0,70.27,95.19,3.0,1017.2,0.0,0.0,,FEW,2900.0,777.0386618153026,750.0
LOR,2023-07-05 16:43,87.8,31.0,77.0,25.0,70.45,99.92,3.0,1015.0,0.0,0.0,,FEW,6500.0,778.9219920630069,750.0
OZR,2023-07-05 16:44,86.0,30.0,75.2,24.0,70.27,95.19,3.0,1017.2,0.0,0.0,,CLR,,777.0386618153026,750.0
OZR,2023-07-05 16:46,86.0,30.0,75.2,24.0,70.27,95.19,3.0,1017.2,0.0,0.0,,CLR,,777.0386618153026,750.0
HSV,2023-07-05 16:53,87.0,30.56,72.0,22.22,60.92,93.65,3.0,1017.1,0.0,0.0,,FEW,3600.0,1080.7951086448709,1042.5
EET,2023-07-05 16:53,84.0,28.89,73.0,22.78,69.59,90.34,3.0,1017.6,0.0,0.0,,SCT,3200.0,789.4001144539138,763.7499999999999
DCU,2023-07-05 16:53,86.0,30.0,70.0,21.11,58.95,90.73,4.0,1017.3,0.0,0.0,,CLR,,1142.7179377897762,1111.25
GZH,2023-07-05 16:53,88.0,31.11,72.0,22.22,59.21,94.79,8.0,1017.6,0.0,0.0,,BKN,3600.0,1145.2514004699729,1111.25
ANB,2023-07-05 16:53,83.0,28.33,73.0,22.78,72.11,88.75,4.0,1017.4,0.0,0.0,,BKN,2700.0,710.8869413423898,693.7499999999997
TOI,2023-07-05 16:53,91.0,32.78,74.0,23.33,57.43,100.56,10.0,1017.4,0.0001,0.0001,,FEW,3300.0,1226.6713123407128,1181.2500000000005
DHN,2023-07-05 16:53,86.0,30.0,76.0,24.44,71.93,95.92,5.0,1018.0,0.0,0.0,,SCT,3200.0,727.4263128771747,694.9999999999999
BFM,2023-07-05 16:53,91.0,32.78,71.0,21.67,52.25,97.67,0.0,1018.1,0.0,0.0,,BKN,3700.0,1421.6547552004097,1388.75
TCL,2023-07-05 16:53,84.0,28.89,74.0,23.33,71.73,91.04,5.0,1017.9,0.0,0.0,,SCT,2600.0,725.7599691056647,695.0000000000002
MSL,2023-07-05 16:53,88.0,31.11,71.0,21.67,57.43,94.0,5.0,1016.8,0.0,0.0,,SCT,3400.0,1208.145324801142,1179.9999999999998
BHM,2023-07-05 16:53,87.0,30.56,71.0,21.67,59.09,92.9,0.0,1018.2,0.0,0.0,,SCT,3500.0,1143.6746490052649,1111.2499999999995
MGM,2023-07-05 16:53,89.0,31.67,76.0,24.44,65.18,100.4,6.0,1017.6,0.0,0.0,,FEW,2600.0,949.7558050047032,903.75
OZR,2023-07-05 16:55,85.0,29.44,75.7,24.28,73.54,94.33,3.0,1017.2,0.76,0.03,,FEW,4100.0,676.6037049681896,645.0
MXF,2023-07-05 16:55,88.0,31.11,71.2,21.78,57.62,94.09,6.0,1017.0,0.0,0.0,,FEW,3000.0,1201.3559743864848,1166.2499999999998
HEY,2023-07-05 16:55,89.0,31.67,77.5,25.28,68.74,102.51,5.0,1016.1,0.0,0.0,,FEW,2700.0,836.5730305636445,798.7500000000001
SXS,2023-07-05 16:55,84.4,29.11,75.6,24.22,74.96,93.13,7.0,1016.7,0.0,0.0,,SCT,2800.0,633.8338177747419,611.2500000000001
LOR,2023-07-05 16:55,89.4,31.89,77.4,25.22,67.87,102.81,7.0,1015.4,0.0,0.0,,FEW,3200.0,865.5960612562827,833.7500000000002
79J,2023-07-05 16:56,83.0,28.33,77.0,25.0,82.43,91.81,3.0,1017.3,0.51,0.02,,FEW,2900.0,426.1346714128086,416.2499999999998
1M4,2023-07-05 16:56,85.0,29.44,73.0,22.78,67.61,91.6,3.0,1017.9,0.0,0.0,,SCT,2800.0,854.0266396238834,832.5
GAD,2023-07-05 16:56,85.0,29.44,72.0,22.22,65.36,90.82,0.0,1018.3,0.0,0.0,,BKN,3200.0,924.5922234592608,902.5000000000003
EKY,2023-07-05 16:56,86.0,30.0,73.0,22.78,65.27,93.09,5.0,1003.4,0.0,0.0,,FEW,3100.0,932.4885767193957,902.4999999999999
MOB,2023-07-05 16:56,93.0,33.89,71.0,21.67,49.09,100.13,7.0,1017.8,0.0,0.0,,BKN,3700.0,1563.8116555188283,1527.4999999999998
EUF,2023-07-05 16:58,84.0,28.89,77.0,25.0,79.55,93.81,5.0,1017.6,0.0001,0.0001,,SCT,3200.0,505.31159964197303,486.25000000000006
0J4,2023-07-05 16:58,92.0,33.33,74.0,23.33,55.84,101.73,4.0,1017.6,0.0,0.0,,FEW,200.0,1291.4196794968832,1250.0
OZR,2023-07-05 16:59,86.0,30.0,77.0,25.0,74.61,97.15,5.0,1017.2,0.0,0.0,,FEW,4100.0,649.2324089580042,625.0
SXS,2023-07-05 17:00,84.2,29.0,75.2,24.0,74.44,92.45,6.0,1017.4,0.0,0.0,,SCT,2800.0,647.9784280543353,625.0
LOR,2023-07-05 17:06,84.2,29.0,77.0,25.0,79.04,94.16,9.0,1015.7,0.0,0.0,,FEW,3000.0,519.7159617572765,500.0
SXS,2023-07-05 17:07,82.4,28.0,77.0,25.0,83.77,90.85,3.0,1017.0,0.0,0.0,,FEW,2700.0,390.02476314841454,375.0
HEY,2023-07-05 17:13,87.8,31.0,77.0,25.0,70.45,99.92,8.0,1016.1,0.0,0.0,,SCT,2900.0,778.9066319812059,750.0
OZR,2023-07-05 17:15,86.0,30.0,75.2,24.0,70.27,95.19,13.0,1017.2,0.0,0.0,18.0,FEW,2800.0,777.0386618153026,750.0
LOR,2023-07-05 17:15,80.6,27.0,77.0,25.0,88.83,87.59,5.0,1015.4,0.0,0.0,,FEW,3100.0,260.02437694613957,250.0
HEY,2023-07-05 17:19,86.0,30.0,77.0,25.0,74.61,97.15,7.0,1016.5,0.0,0.0,,FEW,500.0,649.240538524113,625.0
SXS,2023-07-05 17:23,80.6,27.0,75.2,24.0,83.66,86.17,9.0,1016.7,0.0,0.0,,CLR,,389.12613948996153,375.0
HEY,2023-07-05 17:29,80.6,27.0,77.0,25.0,88.83,87.59,0.0,1016.5,0.0,0.0,,BKN,2600.0,260.0192467409974,250.0
OZR,2023-07-05 17:32,82.4,28.0,75.2,24.0,78.9,89.48,5.0,1016.9,0.0,0.0,,FEW,2800.0,518.5707335175922,500.0
LOR,2023-07-05 17:32,82.4,28.0,77.0,25.0,83.77,90.85,3.0,1015.4,0.0,0.0,,FEW,11000.0,390.0359466474344,375.0
HEY,2023-07-05 17:32,80.6,27.0,77.0,25.0,88.83,87.59,0.0,1016.8,0.0,0.0,,SCT,2300.0,260.0178495443681,250.0
HEY,2023-07-05 17:33,80.6,27.0,75.2,24.0,83.66,86.17,0.0,1016.5,0.0,0.0,,SCT,2300.0,389.1274511873978,375.0
OZR,2023-07-05 17:37,84.2,29.0,75.2,24.0,74.44,92.45,4.0,1017.2,0.0,0.0,,FEW,2800.0,647.9806079205691,625.0
LOR,2023-07-05 17:41,82.4,28.0,77.0,25.0,83.77,90.85,5.0,1016.1,0.0,0.0,,FEW,10000.0,390.03104947939084,375.0
LOR,2023-07-05 17:47,82.4,28.0,77.0,25.0,83.77,90.85,8.0,1015.7,0.0,0.0,,FEW,2900.0,390.03384702438603,375.0
OZR,2023-07-05 17:49,86.0,30.0,75.2,24.0,70.27,95.19,8.0,1017.2,0.0,0.0,,FEW,11000.0,777.0386618153026,750.0
TOI,2023-07-05 17:53,91.0,32.78,73.0,22.78,55.72,99.57,7.0,1016.9,0.0,0.0,,FEW,3600.0,1289.4366063875727,1250.0
